run_id,commit,timestamp,cell_type,corpus,format,chunking,chunk_size,generator,reranked,late_chunking,n_docs,n_chunks,n_questions,recall_at_5,mrr,ndcg_at_5,faithfulness,ragas_faithfulness,ragas_answer_relevance,factscore,selfcheck_consistency,indexing_tokens,retrieval_tokens,prompt_tokens,output_tokens,ctx_tokens_per_query,contextualization_overhead_pct,token_saving_vs_baseline_pct,latency_s_mean,latency_s_p95,cost_usd
financebench_toon_recursive_512_claude,26f217f,2026-07-30T16:51:57+00:00,core,financebench,toon,recursive,512,claude,0,0,41,78,50,1.0,0.879,0.9099,0.951,0.8656,0.8819,0.8893,0.9551,27165,2138.3,2195.0,142.8,2138.3,20.03,-0.75,2.33,4.23,0.90515
financebench_yaml_recursive_512_gpt,26f217f,2026-07-30T17:24:49+00:00,core,financebench,yaml,recursive,512,gpt,0,0,41,78,50,1.0,0.9,0.9256,0.912,0.8753,0.8926,0.9064,0.9658,26884,2145.7,2202.4,96.8,2145.7,20.03,0.3,2.18,4.3,0.914
financebench_yaml_recursive_512_claude,26f217f,2026-07-30T17:24:49+00:00,core,financebench,yaml,recursive,512,claude,0,0,41,78,50,1.0,0.9,0.9256,0.96,0.8979,0.8782,0.8954,0.9555,26884,2145.7,2202.4,142.6,2145.7,20.03,0.3,2.58,4.32,0.914
financebench_json_semantic_256_gpt,26f217f,2026-07-30T17:59:03+00:00,core,financebench,json,semantic,256,gpt,0,0,41,117,50,0.98,0.8907,0.9134,0.91,0.8153,0.8935,0.873,0.9617,30601,1405.0,1461.6,98.1,1405.0,30.7,,2.14,5.1,0.68565
financebench_json_semantic_256_claude,26f217f,2026-07-30T17:59:03+00:00,core,financebench,json,semantic,256,claude,0,0,41,117,50,0.98,0.8907,0.9134,0.936,0.9019,0.8718,0.9084,0.9488,30601,1405.0,1461.6,133.3,1405.0,30.7,,2.5,4.75,0.68565
financebench_toon_semantic_256_gpt,26f217f,2026-07-30T18:31:07+00:00,core,financebench,toon,semantic,256,gpt,0,0,41,117,50,0.98,0.8757,0.9021,0.868,0.7901,0.8914,0.8336,0.9697,30888,1333.1,1389.8,92.3,1333.1,30.7,-0.94,2.31,5.03,0.66435
financebench_toon_semantic_256_claude,26f217f,2026-07-30T18:31:07+00:00,core,financebench,toon,semantic,256,claude,0,0,41,117,50,0.98,0.8757,0.9021,0.926,0.872,0.8709,0.8838,0.9568,30888,1333.1,1389.8,137.8,1333.1,30.7,-0.94,2.28,3.49,0.66435
financebench_yaml_semantic_256_gpt,26f217f,2026-07-30T19:04:24+00:00,core,financebench,yaml,semantic,256,gpt,0,0,41,117,50,0.96,0.9,0.9157,0.905,0.8407,0.8902,0.8501,0.9678,30475,1354.7,1411.4,95.5,1354.7,30.7,0.41,1.86,3.92,0.66635
financebench_yaml_semantic_256_claude,26f217f,2026-07-30T19:04:24+00:00,core,financebench,yaml,semantic,256,claude,0,0,41,117,50,0.96,0.9,0.9157,0.929,0.905,0.8716,0.8939,0.9498,30475,1354.7,1411.4,136.4,1354.7,30.7,0.41,2.46,4.46,0.66635
financebench_json_semantic_512_gpt,26f217f,2026-07-30T19:38:06+00:00,core,financebench,json,semantic,512,gpt,0,0,41,81,50,1.0,0.904,0.9287,0.915,0.8454,0.8932,0.8937,0.9638,27205,2173.3,2230.0,100.5,2173.3,20.35,,2.0,4.49,0.91255
financebench_json_semantic_512_claude,26f217f,2026-07-30T19:38:06+00:00,core,financebench,json,semantic,512,claude,0,0,41,81,50,1.0,0.904,0.9287,0.972,0.8589,0.8754,0.9126,0.9504,27205,2173.3,2230.0,136.4,2173.3,20.35,,2.54,5.24,0.91255
financebench_toon_semantic_512_gpt,26f217f,2026-07-30T20:09:42+00:00,core,financebench,toon,semantic,512,gpt,0,0,41,81,50,1.0,0.9073,0.9308,0.919,0.8175,0.8916,0.86,0.9597,27394,2055.6,2112.3,99.2,2055.6,20.35,-0.69,2.02,4.64,0.8834
financebench_toon_semantic_512_claude,26f217f,2026-07-30T20:09:42+00:00,core,financebench,toon,semantic,512,claude,0,0,41,81,50,1.0,0.9073,0.9308,0.951,0.8745,0.8776,0.8997,0.9547,27394,2055.6,2112.3,139.6,2055.6,20.35,-0.69,2.33,3.89,0.8834
financebench_yaml_semantic_512_gpt,26f217f,2026-07-30T20:40:38+00:00,core,financebench,yaml,semantic,512,gpt,0,0,41,81,50,1.0,0.9207,0.9408,0.91,0.8865,0.8891,0.8946,0.9639,27102,2044.1,2100.8,99.1,2044.1,20.35,0.38,1.86,4.01,0.8816
financebench_yaml_semantic_512_claude,26f217f,2026-07-30T20:40:38+00:00,core,financebench,yaml,semantic,512,claude,0,0,41,81,50,1.0,0.9207,0.9408,0.938,0.9059,0.8736,0.9422,0.9536,27102,2044.1,2100.8,142.3,2044.1,20.35,0.38,2.48,4.21,0.8816
bpolicy_json_fixed_256_gpt,26f217f,2026-07-30T22:55:45+00:00,core,bpolicy,json,fixed,256,gpt,0,0,36,1682,50,0.98,0.97,0.9726,0.965,0.9397,0.907,0.9387,0.9897,634547,1867.9,1913.8,23.6,1867.9,18.13,,1.02,1.5,0.74765
bpolicy_json_fixed_256_claude,26f217f,2026-07-30T22:55:45+00:00,core,bpolicy,json,fixed,256,claude,0,0,36,1682,50,0.98,0.97,0.9726,0.98,0.9545,0.8968,0.9772,0.9809,634547,1867.9,1913.8,72.7,1867.9,18.13,,1.76,2.58,0.74765
bpolicy_toon_fixed_256_gpt,26f217f,2026-07-30T23:35:25+00:00,core,bpolicy,toon,fixed,256,gpt,0,0,36,1682,50,0.98,0.97,0.9726,0.93,0.9213,0.9101,0.917,0.9905,639432,1819.0,1864.9,23.1,1819.0,18.13,-0.77,0.99,1.58,0.74245
bpolicy_toon_fixed_256_claude,26f217f,2026-07-30T23:35:25+00:00,core,bpolicy,toon,fixed,256,claude,0,0,36,1682,50,0.98,0.97,0.9726,0.97,0.9582,0.8972,0.9665,0.9771,639432,1819.0,1864.9,80.4,1819.0,18.13,-0.77,1.76,2.52,0.74245
bpolicy_yaml_fixed_256_gpt,26f217f,2026-07-31T00:31:33+00:00,core,bpolicy,yaml,fixed,256,gpt,0,0,36,1682,50,0.98,0.98,0.98,0.96,0.9463,0.9058,0.955,0.9877,634038,1895.4,1941.3,23.2,1895.4,18.13,0.08,1.14,1.8,0.76315
bpolicy_yaml_fixed_256_claude,26f217f,2026-07-31T00:31:33+00:00,core,bpolicy,yaml,fixed,256,claude,0,0,36,1682,50,0.98,0.98,0.98,0.98,0.9707,0.9002,0.9665,0.9814,634038,1895.4,1941.3,77.8,1895.4,18.13,0.08,1.68,2.66,0.76315
bpolicy_json_fixed_512_gpt,26f217f,2026-07-31T01:46:18+00:00,core,bpolicy,json,fixed,512,gpt,0,0,36,851,50,0.98,0.98,0.98,0.96,0.9383,0.9112,0.916,0.9872,560864,3295.9,3341.8,23.1,3295.9,9.33,,1.16,1.63,1.1224
bpolicy_json_fixed_512_claude,26f217f,2026-07-31T01:46:18+00:00,core,bpolicy,json,fixed,512,claude,0,0,36,851,50,0.98,0.98,0.98,0.991,0.9335,0.8952,0.9407,0.9812,560864,3295.9,3341.8,80.0,3295.9,9.33,,1.87,2.79,1.1224
bpolicy_toon_fixed_512_gpt,26f217f,2026-07-31T02:38:43+00:00,core,bpolicy,toon,fixed,512,gpt,0,0,36,851,50,0.98,0.96,0.9652,0.95,0.9133,0.9095,0.955,0.9836,563350,3219.8,3265.7,23.3,3219.8,9.33,-0.44,1.03,1.76,1.1124
bpolicy_toon_fixed_512_claude,26f217f,2026-07-31T02:38:43+00:00,core,bpolicy,toon,fixed,512,claude,0,0,36,851,50,0.98,0.96,0.9652,0.965,0.9306,0.9013,0.9332,0.9775,563350,3219.8,3265.7,80.9,3219.8,9.33,-0.44,1.87,2.85,1.1124
bpolicy_yaml_fixed_512_gpt,26f217f,2026-07-31T03:32:23+00:00,core,bpolicy,yaml,fixed,512,gpt,0,0,36,851,50,0.98,0.97,0.9726,0.96,0.911,0.9041,0.9113,0.9918,560604,3263.3,3309.2,22.9,3263.3,9.33,0.05,1.06,1.56,1.1172
bpolicy_yaml_fixed_512_claude,26f217f,2026-07-31T03:32:23+00:00,core,bpolicy,yaml,fixed,512,claude,0,0,36,851,50,0.98,0.97,0.9726,0.964,0.927,0.899,0.9347,0.9822,560604,3263.3,3309.2,81.4,3263.3,9.33,0.05,1.8,2.78,1.1172
bpolicy_json_recursive_256_gpt,26f217f,2026-07-31T05:09:59+00:00,core,bpolicy,json,recursive,256,gpt,0,0,36,2210,50,0.98,0.98,0.98,0.95,0.9357,0.9108,0.9267,0.9887,675893,1725.4,1771.3,22.5,1725.4,23.64,,0.97,1.57,0.70925
bpolicy_json_recursive_256_claude,26f217f,2026-07-31T05:09:59+00:00,core,bpolicy,json,recursive,256,claude,0,0,36,2210,50,0.98,0.98,0.98,0.99,0.9696,0.9004,0.978,0.9854,675893,1725.4,1771.3,71.6,1725.4,23.64,,1.7,2.58,0.70925
bpolicy_toon_recursive_256_gpt,26f217f,2026-07-31T05:59:57+00:00,core,bpolicy,toon,recursive,256,gpt,0,0,36,2210,50,0.98,0.98,0.98,0.93,0.9257,0.9101,0.893,0.9885,682556,1623.6,1669.4,22.8,1623.6,23.64,-0.99,1.0,1.52,0.58595
bpolicy_toon_recursive_256_claude,26f217f,2026-07-31T05:59:57+00:00,core,bpolicy,toon,recursive,256,claude,0,0,36,2210,50,0.98,0.98,0.98,0.99,0.9746,0.8998,0.9707,0.9809,682556,1623.6,1669.4,73.3,1623.6,23.64,-0.99,1.69,2.31,0.58595
bpolicy_yaml_recursive_256_gpt,26f217f,2026-07-31T06:40:12+00:00,core,bpolicy,yaml,recursive,256,gpt,0,0,36,2210,50,0.98,0.98,0.98,0.95,0.9473,0.908,0.9283,0.9865,675635,1650.2,1696.1,23.0,1650.2,23.64,0.04,1.03,1.66,0.6882
bpolicy_yaml_recursive_256_claude,26f217f,2026-07-31T06:40:12+00:00,core,bpolicy,yaml,recursive,256,claude,0,0,36,2210,50,0.98,0.98,0.98,1.0,0.978,0.8994,0.9867,0.9807,675635,1650.2,1696.1,75.1,1650.2,23.64,0.04,1.88,3.14,0.6882
bpolicy_json_recursive_512_gpt,26f217f,2026-07-31T08:19:25+00:00,core,bpolicy,json,recursive,512,gpt,0,0,36,1253,50,0.98,0.98,0.98,0.97,0.936,0.9036,0.94,0.9866,592978,2654.0,2699.9,23.2,2654.0,13.55,,1.06,1.61,0.9826
bpolicy_json_recursive_512_claude,26f217f,2026-07-31T08:19:25+00:00,core,bpolicy,json,recursive,512,claude,0,0,36,1253,50,0.98,0.98,0.98,0.99,0.9522,0.8912,0.9751,0.9806,592978,2654.0,2699.9,75.5,2654.0,13.55,,1.93,3.12,0.9826
bpolicy_toon_recursive_512_gpt,26f217f,2026-07-31T09:19:33+00:00,core,bpolicy,toon,recursive,512,gpt,0,0,36,1253,50,0.98,0.98,0.98,0.965,0.956,0.905,0.9667,0.9914,596753,2474.3,2520.2,23.8,2474.3,13.55,-0.64,1.1,1.82,0.9337
